VAARWATER;BENAM_COD;BENAMING;S57_ID;INBEDRIJF;X_RD;Y_RD;OBJ_SOORT;IALA_CAT;N_WGS_GMS;E_WGS_GMS;N_WGS_GM;E_WGS_GM;OBJ_VORM_C;OBJ_VORM;OBJ_KLEUR_C;OBJ_KLEUR;KLEURPATR_C;KLEURPATR;V_TT_C;TT_TOPTEK;TT_KLEUR_C;TT_KLEUR;TT_PAT_C;TT_KLR_PAT;SIGN_KAR_C;SIGN_KAR;SIGN_GR_C;SIGN_GROEP;SIGN_PERIO;RACON_CODE;LICHT_KL_C;LICHT_KLR;OPGEHEVEN;X_WGS84;Y_WGS84
VAARWATER NAAR DEN OEVER;VW-OEV  -0111;O 6;1141;01.01.2005;131399,7717;551131,5751;SK22 900;4;52.56.48.17;005.02.09.97;52.56.8028;005.02.1662;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.03610278;52.94671389
PRINSES MARGRIET KANAAL;VW-PMK  -0276;RPM 41;1512;01.01.2013;175401,5100;551787,2800;REC;4;52.57.09.84;005.41.26.76;52.57.1640;005.41.4460;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.69076667;52.95273333
PRINSES MARGRIET KANAAL;VW-PMK  -0277;RPM 36;1562;01.01.2013;175249,9300;550801,8000;REC;4;52.56.37.98;005.41.18.42;52.56.6330;005.41.3070;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.68845;52.94388333
PRINSES MARGRIET KANAAL;VW-PMK  -0278;RPM 43;1512;01.01.2013;175407,5800;551916,5800;REC;4;52.57.14.02;005.41.27.11;52.57.2337;005.41.4519;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.69086389;52.95389444
PRINSES MARGRIET KANAAL;VW-PMK  -0279;RPM 38;1562;01.01.2013;175266,4300;551143,1300;REC;4;52.56.49.02;005.41.19.38;52.56.8170;005.41.3230;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.68871667;52.94695
PRINSES MARGRIET KANAAL;VW-PMK  -0280;RPM 45;1512;01.01.2013;175418,2000;552080,3900;REC;4;52.57.19.32;005.41.27.72;52.57.3220;005.41.4620;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.69103333;52.95536667
TEXELSTROOM/MARSDIEP;VW-T    -0151;T 8;1105;01.01.2005;0,0000;0,0000;LK2600 MM.;3;53.01.04.06;004.49.38.89;53.01.0677;004.49.6482;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;4;#;3;Rood;#;4.82746944;53.01779444
TEXELSTROOM/MARSDIEP;VW-T    -0152;T 13;1005;01.01.2005;0,0000;0,0000;LK2600 MM.;3;53.00.44.27;004.50.35.21;53.00.7378;004.50.5868;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;4;#;4;Groen;#;4.84311389;53.01229722
TEXELSTROOM/MARSDIEP;VW-T    -0153;T 31;1005;01.01.2005;130929,8552;562899,7656;LK2600 MM.;3;53.03.08.79;005.01.41.67;53.03.1465;005.01.6945;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;8;#;4;Groen;#;5.02824167;53.05244167
TEXELSTROOM/MARSDIEP;VW-T    -0154;STENEN OOST;2131;01.01.2005;117736,2983;559892,3863;SK22 900;4;53.01.28.80;004.49.54.60;53.01.4800;004.49.9100;5;spar;2,6,2;Zwart/geel/zwart;1;Horizontaal;11;2 Kegels punten van elkaar af;2;Zwart;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.83183333;53.02466667
TEXELSTROOM/MARSDIEP;VW-T    -0155;STENEN ZUID;2231;01.01.2005;117356,6231;559676,0874;SK22 900;4;53.01.21.71;004.49.34.32;53.01.3618;004.49.5720;5;spar;6,2;Geel/zwart;1;Horizontaal;14;2 Kegels, punten naar beneden;2;Zwart;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.8262;53.02269722
TEXELSTROOM/MARSDIEP;VW-T    -0161;T-KABEL 1;5103;01.05.2008;111681,1860;553334,1361;SK11 1200;4;52.57.55.02;004.44.32.88;52.57.9170;004.44.5480;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.74246667;52.96528333
TEXELSTROOM/MARSDIEP;VW-T    -0162;T-KABEL 2;5103;01.05.2008;112098,0529;555895,6003;SK12 1200;4;52.59.18.00;004.44.54.00;52.59.3000;004.44.9000;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.74833333;52.98833333
TEXELSTROOM/MARSDIEP;VW-T    -0166;T-MZI-F;2311;01.01.2005;126731,8839;561929,2431;SK22 900;4;53.02.36.66;004.57.56.60;53.02.6110;004.57.9433;5;spar;6,2,6;Geel/zwart/geel;1;Horizontaal;10;2 Kegels, punten naar elkaar;2;Zwart;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.96572222;53.04351667
TEXELSTROOM/MARSDIEP;VW-T    -0168;T 19A-B 2;1321;01.01.2005;122739,6696;562279,9130;SK11 1200;4;53.02.47.20;004.54.22.19;53.02.7866;004.54.3698;5;spar;4,3,4;Groen/rood/groen;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.90616389;53.04644444
TEXELSTROOM/MARSDIEP;VW-T    -0169;T-MZI-E;2211;08.03.2010;128747,2258;562511,6002;SK22 900;4;53.02.55.87;004.59.44.60;53.02.9311;004.59.7434;5;spar;6,2;Geel/zwart;1;Horizontaal;14;2 Kegels, punten naar beneden;2;Zwart;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.99572222;53.04885278
TEXELSTROOM/MARSDIEP;VW-T    -0170;T-MZI-G;2011;01.01.2005;126537,5592;562776,1589;SK22 900;4;53.03.04.02;004.57.45.90;53.03.0670;004.57.7650;5;spar;2,6;Zwart/geel;1;Horizontaal;13;2 Kegels, punten naar boven;2;Zwart;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.96275;53.05111667
TEXELSTROOM/MARSDIEP;VW-T    -0171;T-MZI-H;2111;08.03.2010;128463,1767;563379,1425;SK22 900;4;53.03.23.88;004.59.29.10;53.03.3980;004.59.4850;5;spar;2,6,2;Zwart/geel/zwart;1;Horizontaal;11;2 Kegels punten van elkaar af;2;Zwart;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.99141667;53.05663333
TEXELSTROOM/MARSDIEP;VW-T    -0174;T-MZI-A;2131;19.02.2015;126882,8434;563534,5981;SK22 900;4;53.03.28.62;004.58.04.20;53.03.4770;004.58.0700;5;spar;2,6,2;Zwart/geel/zwart;1;Horizontaal;11;2 Kegels punten van elkaar af;2;Zwart;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.96783333;53.05795
TEXELSTROOM/MARSDIEP;VW-T    -0175;T-MZI-B;2231;19.02.2015;125425,5405;562413,7285;SK22 900;4;53.02.52.08;004.56.46.32;53.02.8680;004.56.7720;5;spar;6,2;Geel/zwart;1;Horizontaal;14;2 Kegels, punten naar beneden;2;Zwart;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.9462;53.0478
TEXELSTROOM/MARSDIEP;VW-T    -0176;T-MZI-C;2331;19.02.2015;124872,1435;563110,8308;SK22 900;4;53.03.14.52;004.56.16.38;53.03.2420;004.56.2730;5;spar;6,2,6;Geel/zwart/geel;1;Horizontaal;10;2 Kegels, punten naar elkaar;2;Zwart;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.93788333;53.05403333
TEXELSTROOM/MARSDIEP;VW-T    -0177;T-MZI-D;2031;19.02.2015;126072,1280;563813,8866;SK22 900;4;53.03.37.50;004.57.20.58;53.03.6250;004.57.3430;5;spar;2,6;Zwart/geel;1;Horizontaal;13;2 Kegels, punten naar boven;2;Zwart;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.95571667;53.06041667
THOLENSCHE GAT;VW-TG   -0109;R-THG 21;5541;01.01.2005;0,0000;0,0000;REC;4;51.29.41.92;004.13.08.03;51.29.6987;004.13.1338;5;spar;6;Geel;#;Niet toegewezen;5;Cilinder;3,1,3;Rood/wit/rood;1;Horizontaal;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.21889722;51.49497778
THOLENSCHE GAT;VW-TG   -0110;R-THG 19;5541;01.01.2005;0,0000;0,0000;REC;4;51.29.44.39;004.12.56.82;51.29.7398;004.12.9470;5;spar;6;Geel;#;Niet toegewezen;5;Cilinder;3,1,3;Rood/wit/rood;1;Horizontaal;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.21578333;51.49566389
PIETERMAN (MARKERMEER);VW-PM   -0106;PM 5;1042;01.01.2005;0,0000;0,0000;SK31 630;4;52.29.18.97;005.04.24.73;52.29.3162;005.04.4122;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.07353611;52.48860278
PIETERMAN (MARKERMEER);VW-PM   -0107;PM 7;1042;01.01.2005;133465,4541;500144,3872;SK31 630;4;52.29.18.93;005.04.12.58;52.29.3155;005.04.2096;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.07016111;52.48859167
PIETERMANSKREEK;VW-PK   -0101;PK 7;1042;01.01.2005;71244,7403;386321,9033;SK21 900;4;51.27.35.08;004.10.55.27;51.27.5846;004.10.9212;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.18201944;51.45974444
PIETERMANSKREEK;VW-PK   -0102;PK 12;1144;01.01.2005;0,0000;0,0000;SK22 900;4;51.27.50.42;004.10.14.48;51.27.8403;004.10.2413;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.17068889;51.46400556
PIETERMANSKREEK;VW-PK   -0103;PK 10;1142;01.01.2005;0,0000;0,0000;SK22 900;4;51.28.02.10;004.09.14.41;51.28.0350;004.09.2402;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.15400278;51.46725
UITDAM (MARKERMEER);VW-UDM  -0104;UD 6;1102;01.01.2005;134334,6716;493051,5828;SK32 630;4;52.25.29.57;005.05.00.22;52.25.4928;005.05.0037;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.08339444;52.42488056
UITDAM (MARKERMEER);VW-UDM  -0105;UD 5;1042;12.03.2014;134135,2152;493202,4486;SK31 630;4;52.25.34.42;005.04.49.63;52.25.5737;005.04.8272;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.08045278;52.42622778
UITDAM (MARKERMEER);VW-UDM  -0106;UD 8;1142;12.03.2014;134108,7154;493155,4576;SK32 630;4;52.25.32.90;005.04.48.24;52.25.5483;005.04.8040;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.08006667;52.42580556
URK (IJSSELMEER);VW-UKIJ -0101;UK 1;1044;01.01.2005;0,0000;0,0000;SK31 630;4;52.38.58.20;005.34.44.88;52.38.9700;005.34.7480;5;spar;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.57913333;52.6495
URK (IJSSELMEER);VW-UKIJ -0102;UK 3;1042;01.01.2005;0,0000;0,0000;SK31 630;4;52.39.01.62;005.35.08.04;52.39.0270;005.35.1340;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.58556667;52.65045
URK (IJSSELMEER);VW-UKIJ -0103;UK 5;1042;01.01.2005;0,0000;0,0000;SK31 630;4;52.39.05.66;005.35.33.61;52.39.0943;005.35.5602;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.59266944;52.65157222
URK (IJSSELMEER);VW-UKIJ -0104;UK 7;1042;01.01.2005;0,0000;0,0000;SK31 630;4;52.39.09.72;005.36.00.02;52.39.1620;005.36.0003;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.60000556;52.6527
URK (IJSSELMEER);VW-UKIJ -0107;UK 4;1142;01.01.2005;167299,3249;520222,2127;SK32 630;4;52.40.09.55;005.34.08.51;52.40.1591;005.34.1419;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.56903056;52.66931944
URK (IJSSELMEER);VW-UKIJ -0108;UK 6;1142;01.01.2005;167151,1106;519661,9548;SK32 630;4;52.39.51.43;005.34.00.55;52.39.8572;005.34.0092;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.56681944;52.66428611
URK (IJSSELMEER);VW-UKIJ -0109;UK 10;1106;01.01.2005;166875,9188;518577,8555;SKV12 1200;4;52.39.16.38;005.33.45.77;52.39.2730;005.33.7628;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;2;#;3;Rood;#;5.56271389;52.65455
URK (IJSSELMEER);VW-UKIJ -0110;UK 12;1142;01.01.2005;167232,8762;518437,7908;SK32 630;4;52.39.11.82;005.34.04.74;52.39.1970;005.34.0790;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.56798333;52.65328333
URK (IJSSELMEER);VW-UKIJ -0111;UK 16;1146;01.01.2005;167939,9338;518129,7176;SKV12 1200;3;52.39.01.79;005.34.42.31;52.39.0299;005.34.7052;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;6;#;3;Rood;#;5.57841944;52.65049722
URK (IJSSELMEER);VW-UKIJ -0112;UK 18;1142;01.01.2005;168391,8959;518247,7706;SK32 630;4;52.39.05.57;005.35.06.37;52.39.0929;005.35.1062;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.58510278;52.65154722
URK (IJSSELMEER);VW-UKIJ -0114;UK 22;1144;01.01.2005;169297,7792;518486,0478;SK32 630;4;52.39.13.20;005.35.54.60;52.39.2200;005.35.9100;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.5985;52.65366667
URK (IJSSELMEER);VW-UKIJ -0116;UK 24;1142;01.01.2005;0,0000;0,0000;SK32 630;4;52.39.19.20;005.35.54.90;52.39.3200;005.35.9150;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.59858333;52.65533333
URK (IJSSELMEER);VW-UKIJ -0121;HR A;6034;01.01.2005;0,0000;0,0000;SKV13 1200;2;52.36.23.56;005.34.57.72;52.36.3927;005.34.9620;5;spar;3,1;Rood/wit;2;Vertikaal;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;3;LFl (long-flashing);#;Niet toegewezen;10;#;1;Wit;#;5.5827;52.60654444
URK (IJSSELMEER);VW-UKIJ -0122;K H;6008;01.01.2005;0,0000;0,0000;SKV13 1200;2;52.36.57.84;005.38.21.06;52.36.9640;005.38.3510;5;spar;3,1;Rood/wit;2;Vertikaal;3;Bol;3;Rood;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;8;#;1;Wit;#;5.63918333;52.61606667
URK (IJSSELMEER);VW-UKIJ -0123;UK 2;1146;01.01.2005;167425,9721;520783,1628;SKV12 1200;3;52.40.27.68;005.34.15.33;52.40.4614;005.34.2555;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;4;#;3;Rood;#;5.570925;52.67435556
URK (IJSSELMEER);VW-UKIJ -0124;UK 8;1142;01.01.2005;167026,8146;519128,8374;SK32 630;4;52.39.34.19;005.33.53.87;52.39.5699;005.33.8978;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.56496389;52.65949722
URK (IJSSELMEER);VW-UKIJ -0125;UK 14;1142;01.01.2005;167586,9475;518287,7301;SK32 630;4;52.39.06.94;005.34.23.56;52.39.1156;005.34.3926;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.57321111;52.65192778
URK (IJSSELMEER);VW-UKIJ -0126;UK 20;1142;01.01.2005;168844,9615;518366,7958;SK32 630;4;52.39.09.38;005.35.30.49;52.39.1564;005.35.5082;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.59180278;52.65260556
PRINSES MARGRIET KANAAL;VW-PMK  -0169;PM 69;1042;01.01.2013;177682,3100;559247,4400;SK31 630;3;53.01.10.85;005.43.30.80;53.01.1808;005.43.5134;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.72522222;53.01968056
PRINSES MARGRIET KANAAL;VW-PMK  -0172;PM 72;1142;01.01.2013;178336,7300;560386,7600;SK32 630;3;53.01.47.60;005.44.06.20;53.01.7934;005.44.1034;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.73505556;53.02988889
PRINSES MARGRIET KANAAL;VW-PMK  -0173;PM 73;1042;01.01.2013;177861,8400;559598,8300;SK31 630;3;53.01.22.19;005.43.40.52;53.01.3698;005.43.6754;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.72792222;53.02283056
ROBBENGAT (BOVEN TEXEL);VW-RGT  -0108;RG 6;1141;01.01.2005;120249,7966;577774,8157;SK22 900;4;53.11.07.87;004.52.02.54;53.11.1311;004.52.0423;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.86737222;53.18551944
ROBBENGAT (BOVEN TEXEL);VW-RGT  -0110;RG 4;1141;01.01.2005;119784,8389;578489,7231;SK22 900;4;53.11.30.88;004.51.37.22;53.11.5147;004.51.6203;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.86033889;53.19191111
ROBBENGAT (BOVEN TEXEL);VW-RGT  -0112;RG 2-VH 1;1371;01.01.2005;120049,8278;578699,8060;SK22 900;4;53.11.37.74;004.51.51.41;53.11.6290;004.51.8568;5;spar;3,4,3;Rood/groen/rood;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.86428056;53.19381667
ROBBENGAT (BOVEN TEXEL);VW-RGT  -0113;RG 12;1141;01.01.2005;121539,6872;575769,6648;SK22 900;4;53.10.03.30;004.53.12.75;53.10.0550;004.53.2125;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.886875;53.16758333
ROBBENGAT (BOVEN TEXEL);VW-RGT  -0114;RG 10;1141;01.01.2005;120959,8262;576339,4578;SK22 900;4;53.10.21.60;004.52.41.32;53.10.3600;004.52.6887;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.87814444;53.17266667
ROBBENGAT (BOVEN TEXEL);VW-RGT  -0115;RG 1;1043;01.01.2005;119459,6708;578204,6047;SK21 900;4;53.11.21.58;004.51.19.82;53.11.3597;004.51.3303;5;spar;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.85550556;53.18932778
ROBBENGAT (BOVEN TEXEL);VW-RGT  -0116;RG 14;1141;01.01.2005;122352,9401;575607,1678;SK22 900;4;53.09.58.22;004.53.56.59;53.09.9704;004.53.9431;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.89905278;53.16617222
ROBBENGAT (BOVEN TEXEL);VW-RGT  -0118;RG 3;1041;01.01.2005;123469,8366;574549,7033;SK31 630;4;53.09.24.26;004.54.57.08;53.09.4043;004.54.9513;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.91585556;53.15673889
ROBBENGAT (BOVEN TEXEL);VW-RGT  -0119;RG 5;1041;01.01.2005;124104,8526;574369,7539;SK31 630;4;53.09.18.57;004.55.31.31;53.09.3095;004.55.5219;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.92536389;53.15515833
ROBBENGAT (BOVEN TEXEL);VW-RGT  -0120;RG 7;1041;01.01.2005;124740,6858;573939,4802;SK31 630;4;53.09.04.78;004.56.05.68;53.09.0797;004.56.0946;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.93491111;53.15132778
ROBBENGAT (BOVEN TEXEL);VW-RGT  -0121;RG 9;1041;01.01.2005;125210,5568;573757,1924;SK31 630;4;53.08.58.98;004.56.31.02;53.08.9830;004.56.5170;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.94195;53.14971667
ROBBENGAT (BOVEN TEXEL);VW-RGT  -0122;RG-Oost;2133;17.02.2016;120837,6259;576248,5066;SKV12 1200;3;53.10.18.63;004.52.34.78;53.10.3105;004.52.5796;5;spar;2,6,2;Zwart/geel/zwart;1;Horizontaal;11;2 Kegels punten van elkaar af;2;Zwart;#;Niet toegewezen;2;Fl (flashing);(3);(3);10;#;1;Wit;#;4.87632778;53.17184167
ROOMPOT;VW-R    -0101;SH 4;1144;01.01.2005;0,0000;0,0000;SK32 630;4;51.35.46.08;003.43.18.81;51.35.7680;003.43.3135;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.72189167;51.59613333
ROOMPOT;VW-R    -0102;SH 1;1044;01.01.2005;0,0000;0,0000;SK31 630;4;51.35.47.51;003.43.15.40;51.35.7918;003.43.2567;5;spar;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.72094444;51.59653056
ROOMPOT;VW-R    -0103;R 1;1001;01.01.2005;0,0000;0,0000;SK11 1200;4;51.35.48.06;003.32.02.97;51.35.8010;003.32.0495;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.53415833;51.59668333
ROOMPOT;VW-R    -0104;R 13-SH 2;1211;01.01.2005;0,0000;0,0000;SK23 900;4;51.35.49.80;003.43.20.28;51.35.8300;003.43.3380;5;spar;4,3;Groen/rood;1;Horizontaal;99;Kegel boven bol;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.7223;51.59716667
