VAARWATER;BENAM_COD;BENAMING;S57_ID;INBEDRIJF;X_RD;Y_RD;OBJ_SOORT;IALA_CAT;N_WGS_GMS;E_WGS_GMS;N_WGS_GM;E_WGS_GM;OBJ_VORM_C;OBJ_VORM;OBJ_KLEUR_C;OBJ_KLEUR;KLEURPATR_C;KLEURPATR;V_TT_C;TT_TOPTEK;TT_KLEUR_C;TT_KLEUR;TT_PAT_C;TT_KLR_PAT;SIGN_KAR_C;SIGN_KAR;SIGN_GR_C;SIGN_GROEP;SIGN_PERIO;RACON_CODE;LICHT_KL_C;LICHT_KLR;OPGEHEVEN;X_WGS84;Y_WGS84
GREVELINGEN;VW-G    -0201;G 53-HG 2;1201;01.01.2005;0,0000;0,0000;TK1200.3;4;51.45.49.78;003.54.04.53;51.45.8297;003.54.0755;3;bol;4,3;Groen/rood;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.90125833;51.76382778
GREVELINGEN;VW-G    -0202;G 55;1002;01.01.2005;0,0000;0,0000;TK1200.1;4;51.45.39.90;003.53.41.58;51.45.6650;003.53.6930;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.89488333;51.76108333
GREVELINGEN;VW-G    -0203;G 57;1002;01.01.2005;0,0000;0,0000;TK1200.1;4;51.45.28.08;003.53.30.06;51.45.4680;003.53.5010;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.89168333;51.7578
GREVELINGEN;VW-G    -0204;G 59-GO 2;1201;01.01.2005;0,0000;0,0000;TK1200.3;4;51.45.06.54;003.53.17.22;51.45.1090;003.53.2870;3;bol;4,3;Groen/rood;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.88811667;51.75181667
GREVELINGEN;VW-G    -0205;G 61;1002;01.01.2005;0,0000;0,0000;TK1200.1;4;51.44.58.02;003.52.45.18;51.44.9670;003.52.7530;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.87921667;51.74945
GREVELINGEN;VW-G    -0206;G 63;1002;01.01.2005;0,0000;0,0000;TK1200.1;4;51.44.55.08;003.52.16.56;51.44.9180;003.52.2760;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.87126667;51.74863333
GREVELINGEN;VW-G    -0207;G 65;1002;01.01.2005;0,0000;0,0000;TK1200.1;4;51.44.49.92;003.51.52.26;51.44.8320;003.51.8710;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.86451667;51.7472
GREVELINGEN;VW-G    -0208;G 67;1004;01.01.2005;0,0000;0,0000;TK1200.1;4;51.44.46.02;003.51.28.92;51.44.7670;003.51.4820;1;spits;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.85803333;51.74611667
GREVELINGEN;VW-G    -0209;G 69;1002;01.01.2005;0,0000;0,0000;TK1200.1;4;51.44.50.16;003.50.55.38;51.44.8360;003.50.9230;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.84871667;51.74726667
GREVELINGEN;VW-G    -0210;G 71;1002;01.01.2005;0,0000;0,0000;TK1200.1;4;51.44.52.32;003.50.22.98;51.44.8720;003.50.3830;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.83971667;51.74786667
GREVELINGEN;VW-G    -0211;G 73;1004;01.01.2005;0,0000;0,0000;TK1200.1;4;51.44.54.00;003.50.03.60;51.44.9000;003.50.0600;1;spits;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.83433333;51.74833333
GREVELINGEN;VW-G    -0212;G 2;1104;01.01.2005;0,0000;0,0000;TK1200.2;4;51.40.15.60;004.05.21.36;51.40.2600;004.05.3560;2;stomp;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.08926667;51.671
GREVELINGEN;VW-G    -0213;G 4;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.40.27.36;004.04.52.20;51.40.4560;004.04.8700;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.08116667;51.67426667
GREVELINGEN;VW-G    -0214;G 6;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.40.40.50;004.04.22.44;51.40.6750;004.04.3740;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.0729;51.67791667
GREVELINGEN;VW-G    -0215;G 8;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.40.56.94;004.03.57.00;51.40.9490;004.03.9500;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.06583333;51.68248333
GREVELINGEN;VW-G    -0216;G 10;1104;01.01.2005;0,0000;0,0000;TK1200.2;4;51.41.07.68;004.03.30.60;51.41.1280;004.03.5100;2;stomp;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.0585;51.68546667
GREVELINGEN;VW-G    -0217;G 12;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.41.13.50;004.03.03.66;51.41.2250;004.03.0610;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.05101667;51.68708333
GREVELINGEN;VW-G    -0218;G 14;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.41.18.90;004.02.37.98;51.41.3150;004.02.6330;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.04388333;51.68858333
GREVELINGEN;VW-G    -0219;G 16;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.41.24.24;004.02.14.64;51.41.4040;004.02.2440;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.0374;51.69006667
GREVELINGEN;VW-G    -0220;G 18;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.41.29.46;004.01.48.96;51.41.4910;004.01.8160;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.03026667;51.69151667
GREVELINGEN;VW-G    -0221;G 20;1104;01.01.2005;0,0000;0,0000;TK1200.2;4;51.41.34.98;004.01.23.82;51.41.5830;004.01.3970;2;stomp;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.02328333;51.69305
GREVELINGEN;VW-G    -0222;G 22;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.41.41.88;004.01.00.96;51.41.6980;004.01.0160;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.01693333;51.69496667
GREVELINGEN;VW-G    -0223;G 24;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.41.54.00;004.00.46.20;51.41.9000;004.00.7700;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.01283333;51.69833333
GREVELINGEN;VW-G    -0224;G 26;1104;01.01.2005;0,0000;0,0000;TK1200.2;4;51.42.19.74;004.00.20.28;51.42.3290;004.00.3380;2;stomp;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.00563333;51.70548333
GREVELINGEN;VW-G    -0225;G 28;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.42.40.80;003.59.52.20;51.42.6800;003.59.8700;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.99783333;51.71133333
GREVELINGEN;VW-G    -0226;G 30;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.42.56.40;003.59.28.26;51.42.9400;003.59.4710;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.99118333;51.71566667
GREVELINGEN;VW-G    -0227;G 32;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.43.14.46;003.59.13.68;51.43.2410;003.59.2280;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.98713333;51.72068333
GREVELINGEN;VW-G    -0228;G 34;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.43.33.78;003.59.04.74;51.43.5630;003.59.0790;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.98465;51.72605
GREVELINGEN;VW-G    -0229;G 36;1104;01.01.2005;0,0000;0,0000;TK1200.2;4;51.43.50.40;003.58.52.26;51.43.8400;003.58.8710;2;stomp;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.98118333;51.73066667
GREVELINGEN;VW-G    -0230;G 38-GB 1;1251;01.01.2005;0,0000;0,0000;TK1200.3;4;51.44.18.00;003.58.30.06;51.44.3000;003.58.5010;3;bol;3,4;Rood/groen;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.97501667;51.73833333
GREVELINGEN;VW-G    -0231;G 40;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.44.40.44;003.58.16.14;51.44.6740;003.58.2690;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.97115;51.74456667
GREVELINGEN;VW-G    -0232;G 42;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.45.00.78;003.58.07.26;51.45.0130;003.58.1210;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.96868333;51.75021667
GREVELINGEN;VW-G    -0233;G 44;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.45.19.81;003.57.52.67;51.45.3302;003.57.8778;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.96463056;51.75550278
GREVELINGEN;VW-G    -0234;G 46;1104;01.01.2005;0,0000;0,0000;TK1200.2;4;51.45.36.06;003.57.40.62;51.45.6010;003.57.6770;2;stomp;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.96128333;51.76001667
GREVELINGEN;VW-G    -0235;G 48;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.45.52.44;003.57.20.28;51.45.8740;003.57.3380;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.95563333;51.76456667
GREVELINGEN;VW-G    -0236;G 50;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.46.05.22;003.56.54.30;51.46.0870;003.56.9050;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.94841667;51.76811667
GREVELINGEN;VW-G    -0237;G 52;1104;01.01.2005;0,0000;0,0000;TK1200.2;4;51.46.15.11;003.56.33.28;51.46.2518;003.56.5547;2;stomp;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.94257778;51.77086389
GREVELINGEN;VW-G    -0238;G 54;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.46.12.06;003.56.01.92;51.46.2010;003.56.0320;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.93386667;51.77001667
GREVELINGEN;VW-G    -0239;G 56;1104;01.01.2005;0,0000;0,0000;TK1200.2;4;51.46.08.76;003.55.32.34;51.46.1460;003.55.5390;2;stomp;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.92565;51.7691
GREVELINGEN;VW-G    -0240;G 58;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.45.58.14;003.55.06.84;51.45.9690;003.55.1140;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.91856667;51.76615
GREVELINGEN;VW-G    -0241;G 60-RB 13;1251;01.01.2005;0,0000;0,0000;TK1200.3;4;51.45.45.36;003.54.56.58;51.45.7560;003.54.9430;3;bol;3,4;Rood/groen;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.91571667;51.7626
GREVELINGEN;VW-G    -0242;G 62;1104;01.01.2005;0,0000;0,0000;TK1200.2;4;51.44.43.98;003.53.15.00;51.44.7330;003.53.2500;2;stomp;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.8875;51.74555
GREVELINGEN;VW-G    -0243;G 64;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.44.37.32;003.52.44.40;51.44.6220;003.52.7400;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.879;51.7437
GREVELINGEN;VW-G    -0244;G 66;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.44.30.12;003.52.14.82;51.44.5020;003.52.2470;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.87078333;51.7417
GREVELINGEN;VW-G    -0245;G 68;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.44.25.20;003.51.45.24;51.44.4200;003.51.7540;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.86256667;51.74033333
GREVELINGEN;VW-G    -0246;G 70;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.44.25.44;003.51.12.42;51.44.4240;003.51.2070;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.85345;51.7404
GREVELINGEN;VW-G    -0247;G 72;1102;01.01.2005;48524,4737;418126,7413;TK1200.2;4;51.44.30.14;003.50.43.82;51.44.5024;003.50.7303;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.84550556;51.74170556
GREVELINGEN;VW-G    -0248;G 74;1104;01.01.2005;0,0000;0,0000;TK1200.2;4;51.44.27.00;003.50.00.00;51.44.4500;003.50.0000;2;stomp;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.83333333;51.74083333
GREVELINGEN;VW-G    -0249;SJ 4;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.40.38.10;004.05.32.28;51.40.6350;004.05.5380;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.0923;51.67725
GREVELINGEN;VW-G    -0250;SJ 6;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.40.48.24;004.05.53.34;51.40.8040;004.05.8890;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.09815;51.68006667
GREVELINGEN;VW-G    -0251;SJ 8;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.40.58.14;004.06.14.40;51.40.9690;004.06.2400;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.104;51.68281667
GREVELINGEN;VW-G    -0252;GH 1;1004;01.01.2005;0,0000;0,0000;TK1200.1;4;51.41.45.60;004.05.41.28;51.41.7600;004.05.6880;1;spits;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.0948;51.696
GREVELINGEN;VW-G    -0253;GH 3;1002;01.01.2005;0,0000;0,0000;TK1200.1;4;51.41.44.88;004.04.58.08;51.41.7480;004.04.9680;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.0828;51.6958
GREVELINGEN;VW-G    -0254;GH 5;1002;01.01.2005;0,0000;0,0000;TK1200.1;4;51.41.43.38;004.04.26.34;51.41.7230;004.04.4390;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.07398333;51.69538333
GREVELINGEN;VW-G    -0255;GH 7;1002;01.01.2005;0,0000;0,0000;TK1200.1;4;51.41.41.94;004.03.55.68;51.41.6990;004.03.9280;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.06546667;51.69498333
GREVELINGEN;VW-G    -0256;GH 9;1002;01.01.2005;0,0000;0,0000;TK1200.1;4;51.41.40.62;004.03.23.94;51.41.6770;004.03.3990;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.05665;51.69461667
GREVELINGEN;VW-G    -0257;GH 2;1104;01.01.2005;0,0000;0,0000;TK1200.2;4;51.41.07.92;004.06.16.68;51.41.1320;004.06.2780;2;stomp;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.10463333;51.68553333
GREVELINGEN;VW-G    -0258;GH 4;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.41.20.22;004.05.49.26;51.41.3370;004.05.8210;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.09701667;51.68895
GREVELINGEN;VW-G    -0259;GH 6;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.41.18.30;004.05.24.84;51.41.3050;004.05.4140;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.09023333;51.68841667
GREVELINGEN;VW-G    -0260;GH 8;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.41.16.58;004.04.52.36;51.41.2763;004.04.8727;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.08121111;51.68793889
GREVELINGEN;VW-G    -0261;GH 10;1104;01.01.2005;0,0000;0,0000;TK1200.2;4;51.41.14.22;004.04.36.54;51.41.2370;004.04.6090;2;stomp;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.07681667;51.68728333
GREVELINGEN;VW-G    -0359;GB 6;1102;01.01.2005;56155,0256;417294,9903;TK1200.2;4;51.44.08.28;003.57.22.30;51.44.1380;003.57.3716;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.95619444;51.73563333
GREVELINGEN;VW-G    -0360;GB 8;1104;01.01.2005;54840,0595;417214,9351;TK1200.2;4;51.44.04.85;003.56.13.87;51.44.0808;003.56.2311;2;stomp;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.93718611;51.73468056
GREVELINGEN;VW-G    -0361;GB 10;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.44.01.38;003.55.56.22;51.44.0230;003.55.9370;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.93228333;51.73371667
GREVELINGEN;VW-G    -0362;GB 12;1102;01.01.2005;53760,6033;417057,7682;TK1200.2;4;51.43.59.06;003.55.17.79;51.43.9844;003.55.2965;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.92160833;51.73307222
GREVELINGEN;VW-G    -0363;GB 14;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.43.57.60;003.54.49.80;51.43.9600;003.54.8300;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.91383333;51.73266667
GREVELINGEN;VW-G    -0364;GB 16;1104;01.01.2005;0,0000;0,0000;TK1200.2;4;51.43.57.97;003.54.41.11;51.43.9662;003.54.6852;2;stomp;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.91141944;51.73276944
GREVELINGEN;VW-G    -0365;GB 18-HK 1;1251;01.01.2005;0,0000;0,0000;TK1200.3;4;51.43.59.88;003.54.34.20;51.43.9980;003.54.5700;3;bol;3,4;Rood/groen;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.9095;51.7333
GREVELINGEN;VW-G    -0366;GB 20;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.44.05.88;003.54.22.56;51.44.0980;003.54.3760;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.90626667;51.73496667
GREVELINGEN;VW-G    -0367;GB 22;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.44.16.74;003.54.13.08;51.44.2790;003.54.2180;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.90363333;51.73798333
GREVELINGEN;VW-G    -0368;GB 24;1104;01.01.2005;0,0000;0,0000;TK1200.2;4;51.44.26.22;003.53.55.56;51.44.4370;003.53.9260;2;stomp;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.89876667;51.74061667
GREVELINGEN;VW-G    -0369;RB 1;1004;01.01.2005;0,0000;0,0000;TK1200.1;4;51.44.21.54;003.56.26.94;51.44.3590;003.56.4490;1;spits;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.94081667;51.73931667
GREVELINGEN;VW-G    -0370;RB 3;1002;01.01.2005;0,0000;0,0000;TK1200.1;4;51.44.21.66;003.55.59.52;51.44.3610;003.55.9920;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.9332;51.73935
